Rooms,Type,Price,Distance,Bathroom,Car,Landsize,Year,Month,Crime
1,u,345000.0,4.6,1.0,1.0,0.0,2016,9,667.0
3,t,2650000.0,4.6,3.0,2.0,0.0,2016,9,667.0
3,h,2820000.0,4.6,2.0,2.0,600.0,2016,9,667.0
2,u,810000.0,4.6,2.0,2.0,0.0,2016,9,667.0
3,t,2700000.0,4.6,2.0,2.0,294.0,2016,11,667.0
1,u,515501.0,4.6,1.0,1.0,0.0,2016,11,667.0
1,u,611000.0,4.6,1.0,1.0,0.0,2016,11,667.0
4,h,4000000.0,4.6,4.0,4.0,324.0,2016,7,667.0
1,u,405000.0,4.6,1.0,1.0,0.0,2016,4,667.0
3,h,6250000.0,4.6,3.0,2.0,564.0,2016,9,667.0
4,h,4500000.0,4.6,3.0,2.0,732.0,2016,9,667.0
4,h,2025000.0,4.6,2.0,2.0,237.0,2016,9,667.0
1,u,541000.0,4.6,1.0,1.0,0.0,2016,9,667.0
3,t,1550000.0,4.6,2.0,2.0,117.0,2016,9,667.0
3,u,2205000.0,4.6,2.0,2.0,0.0,2016,9,667.0
2,u,1100000.0,4.6,2.0,2.0,0.0,2016,9,667.0
2,u,490000.0,4.6,1.0,1.0,0.0,2016,9,667.0
3,h,1300000.0,4.6,1.0,1.0,266.0,2016,3,667.0
3,t,2050000.0,4.6,2.0,2.0,339.0,2016,8,667.0
5,h,2170000.0,4.6,1.0,0.0,333.0,2016,8,667.0
2,u,575000.0,4.6,1.0,1.0,0.0,2016,5,667.0
1,u,366000.0,4.6,1.0,1.0,0.0,2016,5,667.0
4,h,2620000.0,4.6,2.0,2.0,516.0,2016,5,667.0
3,h,1900000.0,4.6,2.0,1.0,268.0,2016,10,667.0
2,t,1210000.0,4.6,2.0,2.0,101.0,2016,10,667.0
4,h,4000000.0,4.6,2.0,2.0,684.0,2016,10,667.0
2,u,540000.0,4.6,1.0,1.0,0.0,2016,4,667.0
2,u,857000.0,4.6,0.0,0.0,0.0,2016,7,667.0
3,h,4200000.0,4.6,4.0,2.0,565.0,2016,3,667.0
1,u,460000.0,4.6,1.0,1.0,0.0,2016,6,667.0
2,u,1400000.0,4.6,2.0,2.0,2927.0,2016,5,667.0
2,u,511000.0,4.6,1.0,2.0,0.0,2016,5,667.0
2,u,645000.0,4.6,1.0,1.0,0.0,2016,5,667.0
3,t,910000.0,4.6,2.0,2.0,0.0,2016,10,667.0
3,h,2250000.0,4.6,3.0,2.0,575.0,2016,4,667.0
2,u,525000.0,4.6,1.0,1.0,0.0,2016,4,667.0
3,h,3270000.0,4.6,2.0,1.0,363.0,2016,7,667.0
2,u,866000.0,4.6,0.0,0.0,0.0,2016,6,667.0
3,h,1170000.0,4.6,1.0,1.0,405.0,2016,6,667.0
2,u,920000.0,4.6,1.0,1.0,0.0,2016,6,667.0
4,h,910000.0,13.8,2.0,2.0,626.0,2016,2,212.0
3,h,960000.0,13.8,2.0,2.0,656.0,2016,2,212.0
2,u,556000.0,13.8,1.0,1.0,195.0,2016,2,212.0
4,h,1010000.0,13.8,3.0,2.0,669.0,2016,2,212.0
3,h,880000.0,13.8,2.0,4.0,704.0,2016,2,212.0
3,h,770000.0,13.8,2.0,2.0,577.0,2016,3,212.0
4,h,730000.0,13.8,1.0,1.0,865.0,2016,3,212.0
3,h,820000.0,13.8,2.0,2.0,555.0,2016,5,212.0
4,h,1102500.0,13.8,2.0,1.0,659.0,2016,6,212.0
4,h,1005000.0,13.8,2.0,1.0,696.0,2016,6,212.0
2,u,555000.0,13.8,1.0,2.0,197.0,2016,9,212.0
2,u,546000.0,13.8,1.0,1.0,177.0,2016,11,212.0
3,h,765000.0,13.8,1.0,2.0,608.0,2016,4,212.0
3,h,920000.0,13.8,2.0,2.0,834.0,2016,4,212.0
5,h,895000.0,13.8,3.0,2.0,648.0,2016,4,212.0
3,h,775000.0,13.8,3.0,2.0,586.0,2016,3,212.0
3,u,440000.0,13.8,1.0,1.0,416.0,2016,6,212.0
4,h,1042500.0,13.8,2.0,2.0,648.0,2016,8,212.0
5,h,1025000.0,13.8,3.0,2.0,531.0,2016,8,212.0
4,h,940000.0,13.8,3.0,2.0,574.0,2016,5,212.0
4,h,895000.0,13.8,2.0,2.0,700.0,2016,5,212.0
3,h,820000.0,13.8,2.0,2.0,628.0,2016,4,212.0
3,h,870000.0,13.8,1.0,2.0,698.0,2016,7,212.0
4,h,1085000.0,13.8,3.0,2.0,599.0,2016,7,212.0
4,h,1050000.0,13.8,2.0,2.0,660.0,2016,6,212.0
3,h,660000.0,14.9,1.0,0.0,583.0,2016,2,448.0
3,h,581000.0,14.9,2.0,2.0,567.0,2016,2,448.0
3,h,600000.0,14.9,1.0,1.0,605.0,2016,3,448.0
3,h,690000.0,14.9,2.0,1.0,308.0,2016,5,448.0
3,h,582000.0,14.9,1.0,0.0,302.0,2016,7,448.0
3,h,740000.0,14.9,1.0,1.0,591.0,2016,9,448.0
3,h,671000.0,14.9,2.0,2.0,280.0,2016,11,448.0
3,h,741000.0,14.9,1.0,1.0,671.0,2016,11,448.0
4,h,706000.0,14.9,1.0,2.0,581.0,2016,11,448.0
3,h,725000.0,14.9,1.0,1.0,545.0,2016,11,448.0
3,h,808000.0,14.9,2.0,2.0,265.0,2016,7,448.0
3,h,711000.0,14.9,1.0,2.0,658.0,2016,4,448.0
3,u,537000.0,14.9,1.0,2.0,327.0,2016,4,448.0
3,h,1040000.0,14.9,2.0,1.0,903.0,2016,3,448.0
4,h,1171000.0,14.9,3.0,2.0,670.0,2016,6,448.0
2,h,662000.0,14.9,1.0,2.0,605.0,2016,6,448.0
3,h,800000.0,14.9,2.0,2.0,595.0,2016,5,448.0
3,h,922000.0,14.9,1.0,2.0,798.0,2016,4,448.0
2,t,485000.0,14.9,1.0,1.0,184.0,2016,3,448.0
3,h,860500.0,14.9,2.0,0.0,767.0,2016,8,448.0
3,h,702000.0,14.9,1.0,1.0,604.0,2016,8,448.0
3,h,627500.0,14.9,1.0,1.0,319.0,2016,8,448.0
3,h,601000.0,14.9,1.0,1.0,653.0,2016,5,448.0
3,u,549000.0,14.9,1.0,1.0,0.0,2016,5,448.0
2,u,342500.0,14.9,1.0,1.0,0.0,2016,10,448.0
2,h,701000.0,14.9,1.0,2.0,762.0,2016,4,448.0
3,h,645000.0,14.9,1.0,1.0,355.0,2016,7,448.0
3,h,838000.0,14.9,1.0,2.0,828.0,2016,6,448.0
3,t,1010000.0,1.9,3.0,2.0,0.0,2016,2,705.0
3,u,650000.0,1.9,2.0,1.0,0.0,2016,2,705.0
3,h,1260000.0,1.9,3.0,2.0,506.0,2016,3,705.0
1,u,460000.0,1.9,1.0,1.0,0.0,2016,3,705.0
3,h,2370000.0,1.9,3.0,2.0,265.0,2016,3,705.0
2,t,800000.0,1.9,2.0,2.0,54.0,2016,5,705.0
1,u,550000.0,1.9,1.0,1.0,0.0,2016,6,705.0
3,u,660000.0,1.9,2.0,1.0,0.0,2016,6,705.0
2,t,1055000.0,1.9,1.0,1.0,0.0,2016,7,705.0
3,t,1130000.0,1.9,2.0,2.0,116.0,2016,5,705.0
1,u,443000.0,1.9,1.0,1.0,547.0,2016,8,705.0
1,u,482000.0,1.9,1.0,1.0,0.0,2016,6,705.0
2,u,620000.0,1.9,1.0,1.0,0.0,2016,4,705.0
4,h,2100000.0,1.9,1.0,0.0,440.0,2016,4,705.0
3,u,601000.0,1.9,1.0,1.0,0.0,2016,6,705.0
4,h,1325000.0,8.0,2.0,1.0,452.0,2016,2,937.0
4,h,1400000.0,8.0,2.0,1.0,320.0,2016,2,937.0
3,h,1535000.0,8.0,1.0,1.0,507.0,2016,2,937.0
3,u,890000.0,8.0,1.0,3.0,0.0,2016,2,937.0
3,h,1200000.0,8.0,2.0,2.0,315.0,2016,3,937.0
4,h,3130000.0,8.0,2.0,2.0,897.0,2016,3,937.0
3,h,1460000.0,8.0,1.0,2.0,373.0,2016,6,937.0
1,u,310000.0,8.0,1.0,1.0,0.0,2016,6,937.0
3,h,1200000.0,8.0,2.0,2.0,348.0,2016,6,937.0
3,h,1560000.0,8.0,2.0,2.0,310.0,2016,6,937.0
3,h,1575000.0,8.0,2.0,3.0,430.0,2016,6,937.0
2,t,830000.0,8.0,1.0,1.0,84.0,2016,6,937.0
2,t,830000.0,8.0,1.0,0.0,56.0,2016,6,937.0
4,h,1085000.0,8.0,1.0,2.0,458.0,2016,7,937.0
4,h,1815000.0,8.0,3.0,2.0,321.0,2016,7,937.0
3,h,1470000.0,8.0,2.0,1.0,364.0,2016,7,937.0
4,h,2230000.0,8.0,2.0,2.0,782.0,2016,9,937.0
3,t,1460000.0,8.0,2.0,2.0,506.0,2016,9,937.0
5,h,1410000.0,8.0,2.0,2.0,195.0,2016,9,937.0
2,h,940000.0,8.0,1.0,0.0,166.0,2016,9,937.0
4,h,1330000.0,8.0,3.0,2.0,217.0,2016,11,937.0
3,h,1010000.0,8.0,2.0,2.0,250.0,2016,11,937.0
3,h,1010000.0,8.0,2.0,2.0,418.0,2016,7,937.0
2,u,450000.0,8.0,1.0,2.0,0.0,2016,4,937.0
2,u,513500.0,8.0,1.0,1.0,0.0,2016,4,937.0
2,h,1000000.0,8.0,1.0,0.0,240.0,2016,9,937.0
2,u,415000.0,8.0,1.0,1.0,0.0,2016,9,937.0
3,h,906000.0,8.0,2.0,2.0,270.0,2016,3,937.0
4,h,1805000.0,8.0,2.0,2.0,466.0,2016,3,937.0
4,h,1126000.0,8.0,1.0,1.0,307.0,2016,3,937.0
3,t,935000.0,8.0,2.0,1.0,233.0,2016,3,937.0
2,h,895000.0,8.0,2.0,1.0,193.0,2016,8,937.0
2,u,375000.0,8.0,1.0,1.0,0.0,2016,8,937.0
2,h,769000.0,8.0,1.0,1.0,265.0,2016,5,937.0
3,h,1270000.0,8.0,1.0,2.0,470.0,2016,10,937.0
4,h,1172000.0,8.0,2.0,2.0,344.0,2016,10,937.0
3,h,1360000.0,8.0,1.0,1.0,477.0,2016,4,937.0
4,h,2050000.0,8.0,2.0,2.0,648.0,2016,4,937.0
3,h,975000.0,8.0,2.0,2.0,289.0,2016,4,937.0
3,h,1310000.0,8.0,2.0,1.0,185.0,2016,8,937.0
4,t,830000.0,8.0,1.0,2.0,0.0,2016,8,937.0
2,u,491500.0,8.0,1.0,1.0,0.0,2016,8,937.0
2,u,547500.0,8.0,1.0,1.0,0.0,2016,8,937.0
2,h,920000.0,8.0,1.0,1.0,307.0,2016,6,937.0
3,h,960000.0,8.0,2.0,1.0,189.0,2016,5,937.0
3,h,1482500.0,8.0,2.0,1.0,506.0,2016,5,937.0
4,h,1300000.0,8.0,2.0,2.0,369.0,2016,5,937.0
4,h,2255000.0,8.0,1.0,3.0,765.0,2016,10,937.0
4,h,1860000.0,8.0,2.0,0.0,199.0,2016,10,937.0
3,h,1710000.0,8.0,2.0,1.0,260.0,2016,10,937.0
4,h,2440000.0,8.0,3.0,3.0,500.0,2016,10,937.0
1,u,331000.0,8.0,1.0,1.0,0.0,2016,4,937.0
2,t,500000.0,8.9,1.0,1.0,53.0,2016,2,154.0
2,u,400000.0,8.9,1.0,1.0,0.0,2016,7,154.0
5,h,1410000.0,8.9,2.0,5.0,680.0,2016,7,154.0
1,u,285000.0,8.9,1.0,1.0,0.0,2016,9,154.0
4,h,881000.0,8.9,1.0,3.0,468.0,2016,7,154.0
2,u,380000.0,8.9,1.0,1.0,0.0,2016,5,154.0
4,h,1440000.0,8.9,3.0,4.0,672.0,2016,10,154.0
2,u,367500.0,8.9,1.0,1.0,0.0,2016,8,154.0
1,u,355000.0,8.9,1.0,1.0,46.0,2016,10,154.0
3,h,1225000.0,8.9,1.0,1.0,311.0,2016,10,154.0
2,u,580000.0,5.1,2.0,1.0,0.0,2016,2,15.0
3,h,1850000.0,5.1,1.0,2.0,361.0,2016,2,15.0
3,u,825000.0,5.1,1.0,1.0,0.0,2016,2,15.0
2,u,600000.0,5.1,1.0,1.0,1043.0,2016,5,15.0
2,u,800000.0,5.1,1.0,1.0,0.0,2016,6,15.0
1,u,275000.0,5.1,1.0,1.0,0.0,2016,6,15.0
2,h,1325000.0,5.1,1.0,0.0,153.0,2016,6,15.0
3,h,1540000.0,5.1,2.0,1.0,138.0,2016,6,15.0
3,h,1370000.0,5.1,1.0,2.0,317.0,2016,9,15.0
1,u,372000.0,5.1,1.0,1.0,0.0,2016,9,15.0
1,u,412500.0,5.1,1.0,1.0,0.0,2016,9,15.0
2,u,450000.0,5.1,1.0,1.0,1057.0,2016,7,15.0
1,u,300000.0,5.1,1.0,1.0,0.0,2016,9,15.0
2,u,520000.0,5.1,1.0,1.0,0.0,2016,9,15.0
2,u,650000.0,5.1,2.0,1.0,0.0,2016,6,15.0
1,u,501000.0,5.1,1.0,1.0,0.0,2016,6,15.0
2,u,380000.0,5.1,1.0,1.0,0.0,2016,6,15.0
2,u,600000.0,5.1,1.0,1.0,0.0,2016,5,15.0
2,h,1500000.0,5.1,1.0,2.0,0.0,2016,10,15.0
3,u,830000.0,5.1,2.0,2.0,0.0,2016,10,15.0
2,u,1200000.0,5.1,2.0,1.0,0.0,2016,10,15.0
1,u,300000.0,5.1,1.0,1.0,705.0,2016,10,15.0
1,u,400000.0,5.1,1.0,1.0,706.0,2016,4,15.0
2,u,623000.0,5.1,1.0,1.0,0.0,2016,7,15.0
2,u,600000.0,5.1,1.0,1.0,1452.0,2016,8,15.0
2,u,518000.0,5.1,1.0,1.0,0.0,2016,6,15.0
3,h,2368000.0,5.1,2.0,1.0,322.0,2016,5,15.0
2,h,1350000.0,5.1,1.0,2.0,181.0,2016,10,15.0
2,u,650000.0,5.1,1.0,1.0,0.0,2016,4,15.0
3,h,1200000.0,5.1,1.0,1.0,116.0,2016,4,15.0
3,h,1320000.0,5.1,1.0,0.0,365.0,2016,4,15.0
2,u,580000.0,5.1,1.0,1.0,0.0,2016,4,15.0
2,u,555000.0,5.1,1.0,1.0,0.0,2016,7,15.0
2,u,474000.0,5.1,1.0,1.0,0.0,2016,7,15.0
2,h,1350000.0,5.1,1.0,1.0,157.0,2016,7,15.0
3,h,1910000.0,5.1,3.0,1.0,143.0,2016,7,15.0
4,h,700000.0,15.0,1.0,1.0,530.0,2016,2,123.0
3,h,810000.0,15.0,2.0,2.0,568.0,2016,9,123.0
3,h,602500.0,15.0,2.0,2.0,586.0,2016,7,123.0
3,h,742000.0,15.0,1.0,1.0,614.0,2016,9,123.0
4,h,953000.0,15.0,2.0,2.0,551.0,2016,9,123.0
4,h,840000.0,15.0,2.0,2.0,761.0,2016,6,123.0
3,h,650000.0,15.0,1.0,1.0,706.0,2016,8,123.0
3,h,731000.0,15.0,2.0,2.0,566.0,2016,5,123.0
3,h,710000.0,15.0,1.0,1.0,616.0,2016,10,123.0
3,h,720000.0,15.0,2.0,4.0,535.0,2016,8,123.0
3,h,936000.0,15.0,2.0,2.0,587.0,2016,6,123.0
3,h,800000.0,15.0,2.0,2.0,660.0,2016,10,123.0
3,h,721000.0,15.0,1.0,1.0,687.0,2016,7,123.0
3,h,1000000.0,7.0,2.0,1.0,448.0,2016,2,745.0
2,h,890000.0,7.0,1.0,2.0,471.0,2016,2,745.0
2,h,760000.0,7.0,1.0,1.0,134.0,2016,2,745.0
3,h,1165000.0,7.0,1.0,0.0,191.0,2016,2,745.0
4,h,1550000.0,7.0,2.0,2.0,427.0,2016,2,745.0
3,h,770000.0,7.0,1.0,2.0,323.0,2016,2,745.0
3,h,871000.0,7.0,2.0,2.0,428.0,2016,2,745.0
3,h,780000.0,7.0,2.0,2.0,213.0,2016,2,745.0
2,t,650000.0,7.0,1.0,1.0,0.0,2016,2,745.0
3,h,770000.0,7.0,1.0,1.0,138.0,2016,2,745.0
2,h,890000.0,7.0,1.0,0.0,166.0,2016,3,745.0
3,h,910000.0,7.0,3.0,2.0,197.0,2016,3,745.0
2,h,796000.0,7.0,1.0,1.0,188.0,2016,3,745.0
2,h,856000.0,7.0,1.0,1.0,261.0,2016,3,745.0
3,h,670000.0,7.0,1.0,1.0,477.0,2016,3,745.0
4,h,706000.0,7.0,1.0,0.0,165.0,2016,3,745.0
3,h,1050000.0,7.0,2.0,1.0,462.0,2016,3,745.0
2,u,410000.0,7.0,0.0,0.0,0.0,2016,5,745.0
4,h,1320000.0,7.0,2.0,1.0,319.0,2016,6,745.0
3,h,1414000.0,7.0,2.0,2.0,230.0,2016,6,745.0
5,h,1815000.0,7.0,2.0,2.0,644.0,2016,7,745.0
2,h,630000.0,7.0,1.0,1.0,148.0,2016,7,745.0
4,h,1870000.0,7.0,1.0,3.0,766.0,2016,7,745.0
4,h,1785000.0,7.0,2.0,2.0,640.0,2016,9,745.0
2,u,330000.0,7.0,1.0,1.0,0.0,2016,9,745.0
3,h,1930000.0,7.0,1.0,4.0,902.0,2016,9,745.0
3,t,1040000.0,7.0,2.0,0.0,352.0,2016,11,745.0
3,h,1419000.0,7.0,1.0,2.0,270.0,2016,11,745.0
3,h,1050000.0,7.0,1.0,2.0,442.0,2016,11,745.0
1,h,470000.0,7.0,1.0,2.0,0.0,2016,11,745.0
3,h,850000.0,7.0,1.0,1.0,444.0,2016,7,745.0
2,u,501344.0,7.0,1.0,1.0,0.0,2016,7,745.0
3,h,796000.0,7.0,1.0,1.0,464.0,2016,4,745.0
3,h,1217500.0,7.0,3.0,1.0,217.0,2016,9,745.0
2,h,610000.0,7.0,0.0,0.0,94.0,2016,9,745.0
3,h,1055000.0,7.0,1.0,3.0,670.0,2016,3,745.0
3,t,620000.0,7.0,3.0,1.0,0.0,2016,3,745.0
4,h,660000.0,7.0,1.0,2.0,360.0,2016,3,745.0
3,h,681000.0,7.0,1.0,1.0,446.0,2016,3,745.0
1,u,345000.0,7.0,1.0,1.0,0.0,2016,3,745.0
3,h,950000.0,7.0,1.0,2.0,240.0,2016,3,745.0
3,h,955000.0,7.0,1.0,1.0,202.0,2016,3,745.0
2,h,822000.0,7.0,1.0,3.0,539.0,2016,3,745.0
2,h,760000.0,7.0,1.0,1.0,472.0,2016,6,745.0
4,h,1200000.0,7.0,2.0,2.0,417.0,2016,6,745.0
3,h,1005000.0,7.0,1.0,1.0,438.0,2016,6,745.0
3,h,600000.0,7.0,1.0,1.0,0.0,2016,6,745.0
1,u,381000.0,7.0,1.0,1.0,0.0,2016,8,745.0
4,h,1150000.0,7.0,2.0,2.0,482.0,2016,8,745.0
3,h,865000.0,7.0,1.0,1.0,189.0,2016,5,745.0
3,h,781500.0,7.0,1.0,2.0,341.0,2016,5,745.0
4,h,1401000.0,7.0,1.0,1.0,306.0,2016,10,745.0
2,h,630000.0,7.0,2.0,2.0,168.0,2016,10,745.0
5,h,1137500.0,7.0,3.0,4.0,446.0,2016,4,745.0
4,h,925000.0,7.0,1.0,1.0,288.0,2016,7,745.0
3,h,745000.0,7.0,1.0,1.0,325.0,2016,3,745.0
4,h,1158000.0,7.0,1.0,3.0,411.0,2016,3,745.0
3,h,867000.0,7.0,1.0,1.0,195.0,2016,3,745.0
3,h,955000.0,7.0,2.0,2.0,206.0,2016,8,745.0
3,h,1081000.0,7.0,1.0,1.0,448.0,2016,8,745.0
3,h,725000.0,7.0,1.0,5.0,558.0,2016,8,745.0
4,h,1606000.0,7.0,2.0,3.0,455.0,2016,6,745.0
4,h,970000.0,7.0,1.0,2.0,664.0,2016,5,745.0
2,h,780000.0,7.0,1.0,1.0,435.0,2016,5,745.0
3,h,670000.0,7.0,1.0,1.0,463.0,2016,5,745.0
3,h,908000.0,7.0,2.0,0.0,105.0,2016,5,745.0
3,h,1380000.0,7.0,2.0,2.0,235.0,2016,10,745.0
3,h,966000.0,7.0,2.0,2.0,456.0,2016,10,745.0
2,u,480500.0,7.0,1.0,1.0,0.0,2016,10,745.0
4,h,1520000.0,7.0,2.0,0.0,261.0,2016,10,745.0
3,h,845000.0,7.0,1.0,2.0,494.0,2016,10,745.0
5,h,1287000.0,7.0,2.0,2.0,488.0,2016,10,745.0
3,h,980000.0,7.0,1.0,2.0,463.0,2016,4,745.0
3,t,800000.0,7.0,2.0,1.0,169.0,2016,4,745.0
3,h,1460000.0,7.0,1.0,2.0,463.0,2016,4,745.0
3,h,840000.0,7.0,1.0,1.0,470.0,2016,7,745.0
3,h,900500.0,7.0,1.0,1.0,208.0,2016,7,745.0
2,h,850000.0,7.0,1.0,1.0,201.0,2016,7,745.0
3,h,940000.0,7.0,2.0,2.0,171.0,2016,7,745.0
1,u,380000.0,9.1,1.0,1.0,0.0,2016,2,137.0
2,u,442000.0,9.1,1.0,1.0,0.0,2016,6,137.0
2,u,470000.0,9.1,1.0,1.0,976.0,2016,6,137.0
3,h,760000.0,9.1,1.0,1.0,321.0,2016,6,137.0
4,h,1346000.0,9.1,2.0,2.0,559.0,2016,7,137.0
2,h,1300000.0,9.1,1.0,5.0,528.0,2016,7,137.0
3,t,935000.0,9.1,2.0,2.0,217.0,2016,9,137.0
4,h,3900000.0,9.1,4.0,4.0,670.0,2016,9,137.0
1,h,1720000.0,9.1,2.0,1.0,676.0,2016,9,137.0
2,h,1705000.0,9.1,1.0,2.0,809.0,2016,9,137.0
3,h,1190000.0,9.1,1.0,1.0,465.0,2016,8,137.0
5,h,1740000.0,9.1,3.0,2.0,839.0,2016,5,137.0
3,h,1860000.0,9.1,2.0,2.0,311.0,2016,10,137.0
3,h,1195000.0,9.1,2.0,2.0,496.0,2016,10,137.0
4,h,1200000.0,9.1,2.0,2.0,578.0,2016,10,137.0
3,u,726000.0,9.1,1.0,1.0,229.0,2016,8,137.0
2,u,373000.0,9.1,1.0,1.0,0.0,2016,10,137.0
2,h,670000.0,9.1,1.0,2.0,0.0,2016,10,137.0
5,h,2400000.0,9.1,2.0,2.0,1315.0,2016,4,137.0
4,h,1350000.0,9.1,2.0,2.0,1076.0,2016,4,137.0
3,h,773000.0,9.5,1.0,2.0,626.0,2016,5,153.0
3,h,885000.0,9.5,1.0,1.0,666.0,2016,11,153.0
3,h,770000.0,9.5,1.0,4.0,762.0,2016,3,153.0
3,h,645000.0,9.5,1.0,2.0,631.0,2016,4,153.0
3,h,625000.0,9.5,1.0,2.0,609.0,2016,4,153.0
3,u,828000.0,9.5,1.0,0.0,641.0,2016,6,153.0
3,u,676000.0,9.5,1.0,0.0,605.0,2016,6,153.0
3,h,1310000.0,4.5,1.0,2.0,456.0,2016,2,815.0
4,h,856000.0,4.5,2.0,2.0,136.0,2016,2,815.0
4,h,1550000.0,4.5,2.0,2.0,470.0,2016,3,815.0
4,h,1815000.0,4.5,1.0,1.0,233.0,2016,5,815.0
4,h,1625000.0,4.5,2.0,2.0,822.0,2016,6,815.0
3,t,899000.0,4.5,2.0,1.0,116.0,2016,6,815.0
2,u,435000.0,4.5,1.0,1.0,197.0,2016,7,815.0
2,u,570000.0,4.5,2.0,1.0,0.0,2016,7,815.0
4,h,1900000.0,4.5,2.0,1.0,227.0,2016,9,815.0
2,h,1080000.0,4.5,1.0,0.0,193.0,2016,9,815.0
4,h,1280000.0,4.5,2.0,0.0,161.0,2016,9,815.0
2,u,656000.0,4.5,1.0,1.0,0.0,2016,9,815.0
3,h,1170000.0,4.5,2.0,0.0,185.0,2016,9,815.0
1,u,370000.0,4.5,1.0,1.0,0.0,2016,9,815.0
2,u,510000.0,4.5,1.0,1.0,0.0,2016,3,815.0
3,h,1574000.0,4.5,3.0,2.0,336.0,2016,3,815.0
2,u,665000.0,4.5,1.0,1.0,0.0,2016,6,815.0
2,u,590000.0,4.5,2.0,1.0,0.0,2016,8,815.0
2,h,1024000.0,4.5,1.0,1.0,148.0,2016,8,815.0
3,t,800000.0,4.5,3.0,2.0,0.0,2016,5,815.0
3,h,1679000.0,4.5,2.0,0.0,326.0,2016,10,815.0
3,t,1050000.0,4.5,3.0,2.0,87.0,2016,10,815.0
2,h,957000.0,4.5,1.0,1.0,148.0,2016,4,815.0
3,h,825000.0,4.5,1.0,1.0,213.0,2016,4,815.0
3,h,998000.0,4.5,1.0,2.0,104.0,2016,3,815.0
3,t,1010000.0,4.5,2.0,1.0,0.0,2016,3,815.0
3,h,910000.0,4.5,1.0,1.0,231.0,2016,8,815.0
3,h,1050000.0,4.5,1.0,1.0,279.0,2016,5,815.0
2,u,445000.0,4.5,1.0,1.0,0.0,2016,5,815.0
2,h,970000.0,4.5,1.0,1.0,213.0,2016,5,815.0
3,h,1600000.0,4.5,1.0,2.0,812.0,2016,10,815.0
3,h,1325000.0,4.5,2.0,2.0,190.0,2016,10,815.0
2,u,480000.0,4.5,2.0,1.0,0.0,2016,4,815.0
2,u,400000.0,4.5,1.0,1.0,0.0,2016,4,815.0
3,u,570000.0,4.5,1.0,1.0,0.0,2016,4,815.0
2,t,771000.0,4.5,2.0,2.0,0.0,2016,4,815.0
3,h,1335000.0,4.5,1.0,2.0,308.0,2016,6,815.0
2,u,420000.0,4.5,1.0,1.0,0.0,2016,6,815.0
3,t,805000.0,4.5,1.0,1.0,0.0,2016,6,815.0
3,t,892000.0,4.5,2.0,1.0,0.0,2016,6,815.0
2,h,1005000.0,3.5,1.0,0.0,0.0,2016,2,111.0
2,h,1231010.0,3.5,1.0,2.0,225.0,2016,9,111.0
2,h,881000.0,3.5,1.0,1.0,172.0,2016,3,111.0
2,h,1202500.0,3.5,1.0,1.0,149.0,2016,8,111.0
3,h,368000.0,14.5,1.0,2.0,600.0,2016,2,1399.0
3,h,455000.0,14.5,1.0,1.0,766.0,2016,2,1399.0
3,u,735000.0,1.8,1.0,2.0,3455.0,2016,2,1988.0
3,u,860000.0,1.8,2.0,1.0,0.0,2016,3,1988.0
3,h,1662000.0,1.8,1.0,0.0,118.0,2016,6,1988.0
3,h,1590000.0,1.8,2.0,2.0,100.0,2016,6,1988.0
2,u,610250.0,1.8,1.0,1.0,0.0,2016,6,1988.0
2,h,720000.0,1.8,1.0,1.0,117.0,2016,6,1988.0
2,h,840000.0,1.8,1.0,0.0,66.0,2016,7,1988.0
2,u,795000.0,1.8,2.0,1.0,0.0,2016,9,1988.0
2,u,705000.0,1.8,1.0,1.0,0.0,2016,11,1988.0
1,u,435000.0,1.8,1.0,1.0,0.0,2016,7,1988.0
4,h,1630100.0,1.8,2.0,0.0,132.0,2016,4,1988.0
2,u,480000.0,1.8,1.0,1.0,0.0,2016,4,1988.0
4,h,1600000.0,1.8,2.0,1.0,635.0,2016,4,1988.0
2,u,500000.0,1.8,2.0,1.0,0.0,2016,4,1988.0
3,h,920000.0,1.8,1.0,0.0,121.0,2016,9,1988.0
3,h,1600000.0,1.8,3.0,1.0,0.0,2016,8,1988.0
2,h,1170000.0,1.8,1.0,1.0,144.0,2016,5,1988.0
4,h,1260000.0,1.8,1.0,2.0,151.0,2016,5,1988.0
2,u,600000.0,1.8,2.0,1.0,0.0,2016,4,1988.0
1,u,310000.0,1.8,1.0,1.0,0.0,2016,4,1988.0
3,h,1550000.0,1.8,3.0,1.0,0.0,2016,7,1988.0
4,h,2033000.0,1.8,2.0,2.0,123.0,2016,3,1988.0
3,u,1110000.0,1.8,2.0,1.0,0.0,2016,8,1988.0
2,u,585000.0,1.8,1.0,1.0,0.0,2016,10,1988.0
4,h,1162000.0,1.8,1.0,0.0,121.0,2016,10,1988.0
2,u,589000.0,1.8,1.0,1.0,0.0,2016,4,1988.0
4,h,2345000.0,1.8,1.0,1.0,284.0,2016,7,1988.0
2,h,1117000.0,1.8,1.0,0.0,128.0,2016,7,1988.0
2,u,600000.0,1.8,1.0,1.0,0.0,2016,6,1988.0
2,h,957000.0,1.8,1.0,1.0,122.0,2016,6,1988.0
2,h,4525000.0,1.5,2.0,1.0,220.0,2016,2,818.0
3,h,3520000.0,1.5,2.0,3.0,364.0,2016,3,818.0
2,u,740000.0,1.5,0.0,0.0,0.0,2016,7,818.0
